"but	7.138855322443891	-4.716982468211103
"i	7.19327451868406	-4.771401664451272
"if	7.127424449601911	-4.705551595369123
"in	7.1358451757476	-4.713972321514812
"it	7.1519555558783505	-4.730082701645562
"the	7.100930245338115	-4.679057391105327
"they	7.160252095390246	-4.738379241157458
"we	7.114912645060877	-4.693039790828089
-	7.515168711258354	-5.0932958570255655
--	7.128610164752788	-4.70673731052
...	7.146321739515384	-4.724448885282596
1	7.2512015345507495	-4.829328680317961
1.1	7.26055586620523	-4.838683011972442
1.10	7.1528678289956815	-4.730994974762893
1.16	7.152691941244856	-4.730819087012068
1.5	7.261213669383975	-4.8393408151511865
1.6	7.241713554152386	-4.819840699919598
10	7.343628970680702	-4.921756116447914
10.3	7.145536149994338	-4.72366329576155
10.5	7.136535357283907	-4.714662503051119
10.7	7.152622494299174	-4.730749640066386
100	7.277747328444152	-4.8558744742113635
11	7.314799818067342	-4.892926963834554
12	7.280156177787732	-4.858283323554944
13	7.2382701239288565	-4.816397269696068
14	7.333043504772877	-4.911170650540089
15	7.2954084691150465	-4.873535614882258
150	7.201181528860263	-4.779308674627475
16	7.280747828131356	-4.858874973898568
17	7.282286469471048	-4.86041361523826
18	7.269489025099719	-4.847616170866931
19	7.489425338170977	-5.067552483938189
1985	7.142799166258902	-4.720926312026114
1985's	7.143856964453212	-4.721984110220424
1985.	7.119308383294456	-4.697435529061668
1985/86	7.139125192654524	-4.717252338421736
1986	7.0305099990677595	-4.6086371448349714
1986.	7.1086680325952605	-4.686795178362472
1986/87	7.1027209057325855	-4.680848051499797
1987	7.1494042067479935	-4.727531352515205
1987.	7.121424415654258	-4.69955156142147
1st	7.150444194084705	-4.728571339851917
2	7.441077465393699	-5.0192046111609105
2.0	7.215046276343793	-4.793173422111005
2.1	7.195906242073737	-4.774033387840949
2.2	7.202373721819118	-4.78050086758633
2.4	7.1958248028965555	-4.773951948663767
2.5	7.1957817432834235	-4.773908889050635
2.8	7.159057490546227	-4.737184636313439
20	7.296178575790837	-4.8743057215580485
21	7.253313384178918	-4.83144052994613
22	7.2862374559225085	-4.86436460168972
23	7.305500770882887	-4.883627916650099
24	7.357995070250648	-4.93612221601786
25	7.3353721442068505	-4.913499289974062
250	7.229170182300527	-4.807297328067739
26	7.284371932584336	-4.862499078351548
27	7.301019814964287	-4.879146960731499
28	7.27450879295925	-4.852635938726462
29	7.306745405282516	-4.884872551049728
3.1	7.1938651156653295	-4.771992261432541
3.2	7.192486576258492	-4.770613722025704
3.3	7.195644995501045	-4.773772141268257
30	7.314385559701095	-4.892512705468307
31	7.198346775058548	-4.77647392082576
31.	7.215174343202048	-4.79330148896926
33	7.302697513341675	-4.880824659108887
35	7.321582646189848	-4.89970979195706
37	7.318790993458924	-4.896918139226136
4.5	7.189474793926547	-4.767601939693759
40	7.40957273117426	-4.9876998769414715
41	7.28778213666362	-4.865909282430832
42	7.280339810851317	-4.858466956618529
43	7.322432302130621	-4.900559447897833
45	7.289421028634897	-4.867548174402109
4th	7.145167512255035	-4.723294658022247
50	7.365582754223092	-4.943709899990304
50000	7.219867756868056	-4.797994902635268
51	7.271172557544572	-4.849299703311784
52	7.2856414184315605	-4.8637685641987725
55	7.250432378932741	-4.828559524699953
6	7.502535563738459	-5.080662709505671
60	7.364460916421649	-4.942588062188861
63	7.271606476044612	-4.849733621811824
65	7.302013134460544	-4.880140280227756
70	7.370030352762969	-4.948157498530181
71	7.226434610334027	-4.804561756101239
72	7.263081722017923	-4.841208867785135
76	7.271641149176934	-4.849768294944146
80	7.417434855667425	-4.995562001434637
89	7.274655711386984	-4.852782857154196
90	7.348018604872239	-4.926145750639451
according	7.125350839598186	-4.703477985365398
account	7.2256398989557455	-4.8037670447229575
accounting	7.156383225500903	-4.734510371268115
accounts	7.147903119712709	-4.726030265479921
